3,BESSJ0,62,13,mutator_flap_operation,0
3,BESSJ0,63,14,mutator_flap_operation,0
3,BESSJ0,63,19,mutator_flap_operation,0
3,BESSJ0,63,25,mutator_flap_operation,0
3,BESSJ0,63,30,mutator_flap_operation,0
3,BESSJ0,63,36,mutator_flap_operation,0
3,BESSJ0,63,41,mutator_flap_operation,0
3,BESSJ0,63,47,mutator_flap_operation,0
3,BESSJ0,63,52,mutator_flap_operation,0
3,BESSJ0,63,58,mutator_flap_operation,0
3,BESSJ0,63,63,mutator_flap_operation,0
3,BESSJ0,64,14,mutator_flap_operation,0
3,BESSJ0,64,19,mutator_flap_operation,0
3,BESSJ0,64,25,mutator_flap_operation,0
3,BESSJ0,64,30,mutator_flap_operation,0
3,BESSJ0,64,36,mutator_flap_operation,0
3,BESSJ0,64,41,mutator_flap_operation,0
3,BESSJ0,64,47,mutator_flap_operation,0
3,BESSJ0,64,52,mutator_flap_operation,0
3,BESSJ0,64,58,mutator_flap_operation,0
3,BESSJ0,64,63,mutator_flap_operation,0
3,BESSJ0,65,15,mutator_flap_operation,0
3,BESSJ0,67,13,mutator_flap_operation,0
3,BESSJ0,68,13,mutator_flap_operation,0
3,BESSJ0,69,14,mutator_flap_operation,0
3,BESSJ0,70,14,mutator_flap_operation,0
3,BESSJ0,70,19,mutator_flap_operation,0
3,BESSJ0,70,25,mutator_flap_operation,0
3,BESSJ0,70,30,mutator_flap_operation,0
3,BESSJ0,70,36,mutator_flap_operation,0
3,BESSJ0,70,41,mutator_flap_operation,0
3,BESSJ0,70,47,mutator_flap_operation,0
3,BESSJ0,70,52,mutator_flap_operation,0
3,BESSJ0,71,14,mutator_flap_operation,0
3,BESSJ0,71,19,mutator_flap_operation,0
3,BESSJ0,71,25,mutator_flap_operation,0
3,BESSJ0,71,30,mutator_flap_operation,0
3,BESSJ0,71,36,mutator_flap_operation,0
3,BESSJ0,71,41,mutator_flap_operation,0
3,BESSJ0,71,47,mutator_flap_operation,0
3,BESSJ0,71,52,mutator_flap_operation,0
3,BESSJ0,72,15,mutator_flap_operation,0
3,BESSJ0,72,45,mutator_flap_operation,0
3,BESSJ0,72,45,mutator_flap_operation,0
3,BESSJ0,72,63,mutator_flap_operation,0
3,BESSJ0,72,63,mutator_flap_operation,0
